date,Money market funds; total financial assets,Money market funds; private foreign deposits; asset,Money market funds; total time and savings deposits; asset,Money market funds; security repurchase agreements; asset,Money market funds; debt securities; asset,Money market funds; open market paper; asset,Money market funds; Treasury securities; asset,Money market funds; agency- and GSE-backed securities; asset,Money market funds; municipal securities; asset,Money market funds; corporate and foreign bonds; asset,Money market funds; unidentified miscellaneous assets (net),Money market funds; total financial assets,Money market funds; constant NAV total financial assets,Money market funds; floating NAV total financial assets,Money market funds; total financial assets of government funds,Money market funds; total financial assets of prime funds,Money market funds; total financial assets of tax-exempt funds,Variable annuity money market funds; total financial assets
1970:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973:Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974:Q1,1052,0,268,0,748,740,8,0,0,0,36,1052,1052,0,0,0,0,0
1974:Q2,1228,0,572,0,684,672,12,0,0,0,-28,1228,1228,0,0,0,0,0
1974:Q3,3264,0,2304,0,960,900,60,0,0,0,0,3264,3264,0,0,0,0,0
1974:Q4,3972,0,3336,0,636,268,368,0,0,0,0,3972,3972,0,0,0,0,0
1975:Q1,4964,0,2824,0,2148,1620,528,0,0,0,-8,4964,4964,0,0,0,0,0
1975:Q2,164,0,824,0,-860,-1048,188,0,0,0,200,164,164,0,0,0,0,0
1975:Q3,188,0,-896,0,1020,-200,1220,0,0,0,64,188,188,0,0,0,0,0
1975:Q4,-252,0,-676,0,484,-840,1324,0,0,0,-60,-252,-252,0,0,0,0,0
1976:Q1,268,0,-1736,0,1840,744,1096,0,0,0,164,268,268,0,0,0,0,0
1976:Q2,-1128,0,-144,0,-984,492,-1476,0,0,0,0,-1128,-1128,0,0,0,0,0
1976:Q3,-36,0,-556,0,308,-260,568,0,0,0,212,-36,-36,0,0,0,0,0
1976:Q4,-68,0,-172,0,588,288,300,0,0,0,-484,-68,-68,0,0,0,0,0
1977:Q1,224,0,-128,0,-108,-80,-28,0,0,0,460,224,224,0,0,0,0,0
1977:Q2,-68,0,456,0,-564,412,-976,0,0,0,40,-68,-68,0,0,0,0,0
1977:Q3,80,0,-52,0,-216,-44,-172,0,0,0,348,80,80,0,0,0,0,0
1977:Q4,1696,0,948,0,1104,592,512,0,0,0,-356,1696,1696,0,0,0,0,0
1978:Q1,6932,0,3460,0,2712,1764,948,0,0,0,760,6932,6932,0,0,0,0,0
1978:Q2,5356,0,1828,0,3776,3196,-220,800,0,0,-248,5356,5356,0,0,0,0,0
1978:Q3,5792,0,3920,0,1896,1516,-420,800,0,0,-24,5792,5792,0,0,0,0,0
1978:Q4,9604,0,1452,0,4380,3876,-296,800,0,0,3772,9604,9604,0,0,0,0,0
1979:Q1,28848,4648,6436,1636,19044,13440,3204,2400,0,0,-2916,28848,28848,0,0,0,0,0
1979:Q2,31580,4544,6704,1392,18424,14688,1204,2532,0,0,516,31580,31580,0,0,0,0,0
1979:Q3,33116,6232,11180,1972,13100,11148,-3056,5008,0,0,632,33116,33116,0,0,0,0,0
1979:Q4,44080,5012,5796,4648,28636,23308,1588,3740,0,0,-12,44080,44080,0,0,0,0,0
1980:Q1,62376,4828,8612,888,48356,27388,21532,-1652,1088,0,-308,62376,62376,0,0,0,0,0
1980:Q2,66424,2960,8964,4348,46700,40676,-6928,8472,3896,584,3452,66424,66424,0,0,0,0,0
1980:Q3,8740,6404,11932,-3252,-5004,-16212,8712,-1304,3684,116,-1340,8740,8740,0,0,0,0,0
1980:Q4,-12736,-7552,7348,10940,-22444,-2800,-15904,-2580,-800,-360,-1028,-12736,-12736,0,0,0,0,0
1981:Q1,147992,15940,34868,-2600,108744,58732,44176,6364,-392,-136,-8960,147992,147992,0,0,0,0,0
1981:Q2,63576,13680,8248,10228,23540,36428,-21980,4232,3720,1140,7880,63576,63576,0,0,0,0,0
1981:Q3,139012,11592,33832,10256,83668,63144,9584,9008,1684,248,-336,139012,139012,0,0,0,0,0
1981:Q4,88980,7096,15700,17660,45812,-2952,40400,2860,4700,804,2712,88980,88980,0,0,0,0,0
1982:Q1,36256,14480,-10392,11024,23896,10664,16164,-1924,-1988,980,-2752,36256,36256,0,0,0,0,0
1982:Q2,48020,2952,14796,-2188,28276,20616,-12632,13592,7524,-824,4184,48020,48020,0,0,0,0,0
1982:Q3,106488,-1540,21984,8672,74700,-13680,63276,7400,18388,-684,2672,106488,106488,0,0,0,0,0
1982:Q4,-56272,3760,-39436,-10728,-6616,-22748,17700,-12660,11780,-688,-3252,-56272,-56272,0,0,0,0,0
1983:Q1,-126412,-18308,-42004,-16992,-51328,-36976,2236,-8852,-7516,-220,2220,-126412,-126412,0,0,0,0,0
1983:Q2,-56756,1848,-16912,6480,-21816,12852,-43872,5328,3636,240,-26356,-56756,-56756,0,0,0,0,0
1983:Q3,9868,984,-6196,5092,2208,9748,-21440,3724,10152,24,7780,9868,9868,0,0,0,0,0
1983:Q4,11456,8084,-2136,-7360,-488,2572,-16152,5412,8116,-436,13356,11456,11456,0,0,0,0,0
1984:Q1,16100,7452,-13556,12300,9664,24088,-16632,9416,-7648,440,240,16100,16100,0,0,0,0,0
1984:Q2,40956,-3212,15072,11260,30924,18940,-5132,3616,13412,88,-13088,40956,40956,0,0,0,0,0
1984:Q3,33224,2720,-18772,8340,36888,20888,948,5760,9140,152,4048,33224,33224,0,0,0,0,0
1984:Q4,126068,-9816,16604,6992,103960,63044,31040,-4444,13316,1004,8328,126068,126068,0,0,0,0,0
1985:Q1,-17212,-1024,-9108,-8104,-10140,-19596,-6768,2572,13384,268,11164,-17212,-17212,0,0,0,0,0
1985:Q2,49824,-9436,-6192,-14152,79308,44608,9868,8388,16736,-292,296,49824,49824,0,0,0,0,0
1985:Q3,-6556,1604,-4460,13480,-14684,-32508,-4288,9036,12388,688,-2496,-6556,-6556,0,0,0,0,0
1985:Q4,14944,112,-7004,21952,1900,12080,-2112,-15472,7396,8,-2016,14944,14944,0,0,0,0,0
1986:Q1,38726,584,1276,-5644,36760,-12948,12436,-3960,42060,-828,5750,38726,38726,0,0,0,0,0
1986:Q2,89476,11492,-912,21252,40136,33832,-17096,-9188,31108,1480,17508,89476,89476,0,0,0,0,0
1986:Q3,77010,2328,9560,-2128,74680,37032,9132,1480,25456,1580,-7430,77010,77010,0,0,0,0,0
1986:Q4,-11816,-1888,1100,10816,-11660,-33472,9236,-300,11940,936,-10184,-11816,-11816,0,0,0,0,0
1987:Q1,-5414,19684,-1196,11176,-48224,-16284,-42356,6172,4520,-276,13146,-5414,-5414,0,0,0,0,0
1987:Q2,35578,-12688,19504,4740,8676,-1452,10596,-3236,2652,116,15346,35578,35578,0,0,0,0,0
1987:Q3,21946,-4884,11056,7144,23544,32704,-13576,10228,-5548,-264,-14914,21946,21946,0,0,0,0,0
1987:Q4,43666,-4356,29252,5376,24948,8924,-9540,34260,-10704,2008,-11554,43666,43666,0,0,0,0,0
1988:Q1,53852,1952,10672,-2728,13708,-3740,-14288,11100,15668,4968,30248,53852,53852,0,0,0,0,0
1988:Q2,-11139,52,-9688,-1168,-5632,13208,13144,-31084,2108,-3008,5297,-11139,-11139,0,0,0,0,1448
1988:Q3,-952,1532,11612,-1940,2556,11332,-3672,-4468,36,-672,-14712,-952,-952,0,0,0,0,1096
1988:Q4,49302,28740,-14796,15364,35492,52708,-6132,-9644,-740,-700,-15498,49302,49302,0,0,0,0,1092
1989:Q1,35949,-2660,11352,-696,6330,49782,-17979,-17492,-9502,1520,21624,35949,35949,0,0,0,0,1352
1989:Q2,152618,-26748,28392,22606,99476,46686,24193,13072,12657,2868,28892,152618,152618,0,0,0,0,680
1989:Q3,122491,28232,5688,5674,103069,78508,9029,-3312,16828,2016,-20172,122491,122491,0,0,0,0,1120
1989:Q4,53522,-12104,-8004,25024,69049,58144,-2368,18000,-4075,-652,-20443,53522,53522,0,0,0,0,864
1990:Q1,69479,2672,-27240,-43489,116004,37884,60597,4372,11542,1608,21532,69479,69479,0,0,0,0,1264
1990:Q2,34372,3976,-22716,13212,-308,-64203,17081,27956,13946,4912,40207,34372,34372,0,0,0,0,1128
1990:Q3,125772,15064,-23748,43995,146123,111610,20505,5096,19336,-10424,-55662,125772,125772,0,0,0,0,4344
1990:Q4,55421,-18924,-11460,2826,58096,-1552,24432,27396,10952,-3132,24883,55421,55421,0,0,0,0,1492
1991:Q1,141698,23468,27688,20110,111890,3961,87220,9864,9141,1704,-41458,141698,141698,0,0,0,0,956
1991:Q2,-263,-22804,13020,2383,-48414,-25567,-18424,-13304,5385,3496,55552,-263,-263,0,0,0,0,352
1991:Q3,2811,-12108,10192,14120,36142,-19770,33672,19076,4797,-1632,-45536,2811,2811,0,0,0,0,-1052
1991:Q4,20447,-9432,2424,183,27754,-18379,34264,836,7053,3980,-482,20447,20447,0,0,0,0,-868
1992:Q1,56625,-5528,-11682,26331,66340,20737,30897,11208,3506,-8,-18836,56625,56625,0,0,0,0,1016
1992:Q2,14648,-14552,1559,6818,-13402,-41774,901,15740,6550,5180,34224,14648,14648,0,0,0,0,-1060
1992:Q3,-3534,19160,-1563,-24260,15390,-2689,-4279,19220,1294,1844,-12261,-3534,-3534,0,0,0,0,-264
1992:Q4,-52726,-4076,9590,-13513,-51836,-46686,-27428,8975,10334,2968,7109,-52726,-52726,0,0,0,0,-852
1993:Q1,-20810,-6704,-2070,6167,-15460,-8734,5181,-7369,-9186,4648,-2744,-20810,-20810,0,0,0,0,-1480
1993:Q2,49006,1520,-3072,-14748,37201,-36826,24001,31555,12839,5632,28105,49006,49006,0,0,0,0,-32
1993:Q3,5146,-20996,-50425,31761,39755,-6422,-10443,32075,17645,6900,5050,5146,5146,0,0,0,0,1268
1993:Q4,43158,-15716,43994,-22145,17192,13085,-15500,-2240,17054,4792,19833,43158,43158,0,0,0,0,76
1994:Q1,-8056,5496,-24134,9051,-26158,-21939,-42220,13016,15834,9152,27688,-8056,-8056,0,0,0,0,5724
1994:Q2,62640,-9992,20942,-3428,48957,21873,-2272,15507,13942,-92,6162,62640,62640,0,0,0,0,3004
1994:Q3,50584,-1548,1243,4043,81753,57050,-1996,19866,3914,2920,-34908,50584,50584,0,0,0,0,884
1994:Q4,77576,29792,1253,2786,30447,42433,-4820,-7397,-2249,2480,13298,77576,77576,0,0,0,0,2028
1995:Q1,39758,-3124,32269,-3216,49840,32006,11668,12586,-6227,-192,-36011,39758,39758,0,0,0,0,-804
1995:Q2,285948,1440,26369,36823,193188,73383,-1196,72585,41916,6500,28128,285948,285948,0,0,0,0,3940
1995:Q3,100247,23640,35129,12804,35945,17400,18144,-19288,11277,8412,-7271,100247,100247,0,0,0,0,996
1995:Q4,142099,-5812,-8839,30245,68150,71874,-13880,-11159,10347,10968,58354,142099,142099,0,0,0,0,1224
1996:Q1,188977,6132,-3138,17566,157405,-19828,83595,55101,26029,12508,11013,188977,188977,0,0,0,0,2892
1996:Q2,114976,-28744,29497,8606,139220,81380,16415,17614,21996,1816,-33603,114976,114976,0,0,0,0,2268
1996:Q3,133018,14272,45422,10291,76459,48780,6359,14459,8078,-1216,-13426,133018,133018,0,0,0,0,3344
1996:Q4,158185,22388,52536,29141,-9612,47605,-23332,-41821,11157,-3220,63732,158185,158185,0,0,0,0,3992
1997:Q1,145936,-9692,41909,45485,58970,20087,-2896,13556,17755,10468,9264,145936,145936,0,0,0,0,5916
1997:Q2,175886,-1960,71341,-23766,185026,93311,6716,51586,28208,5204,-54755,175886,175886,0,0,0,0,-388
1997:Q3,188962,11176,31819,31968,87935,78505,-8272,-31514,29309,19908,26064,188962,188962,0,0,0,0,-2016
1997:Q4,117528,608,-29181,38396,19625,59149,-12632,-56796,14812,15092,88080,117528,117528,0,0,0,0,1612
1998:Q1,214399,20708,-47525,8313,170602,52152,7960,48559,27591,34340,62301,214399,214399,0,0,0,0,2376
1998:Q2,331506,-26012,43722,28758,414408,188927,45904,46509,37320,95748,-129371,331506,331506,0,0,0,0,8516
1998:Q3,370793,19492,62851,76070,188924,40263,-8276,82977,37132,36828,23456,370793,370793,0,0,0,0,19344
1998:Q4,254474,14264,-6500,-61897,245854,45106,43796,133772,2640,20540,62754,254474,254474,0,0,0,0,-716
1999:Q1,237817,37656,35963,-34128,225429,154609,-18373,36692,22646,29856,-27104,237817,237817,0,0,0,0,11016
1999:Q2,180392,21448,34437,7890,110838,67796,-8445,7761,13917,29808,5779,180392,180392,0,0,0,0,3148
1999:Q3,205149,39516,699,2676,167461,99567,1895,-16376,14404,67972,-5203,205149,205149,0,0,0,0,20136
1999:Q4,422514,-53092,59649,32618,266968,135376,9904,50687,22977,48024,116372,422514,422514,0,0,0,0,5212
2000:Q1,256586,82680,-55903,67915,227895,169804,-21384,-44665,44109,80032,-66002,256586,256586,0,0,0,0,-9688
2000:Q2,90740,25340,-21840,50356,-21832,-27243,-34344,-9636,12095,37296,58716,90740,90740,0,0,0,0,-3232
2000:Q3,271116,-1452,36522,53592,93698,143738,-5512,-59488,25952,-10992,88756,271116,271116,0,0,0,0,584
2000:Q4,309965,69952,2217,7049,279331,130653,8560,101933,47885,-9700,-48583,309965,309965,0,0,0,0,9556
2001:Q1,728855,90724,130265,101239,510368,83222,18236,297109,35385,76416,-103741,728855,728855,0,0,0,0,29900
2001:Q2,278470,-10996,-10854,23464,193179,-18785,30664,163726,8522,9052,83677,278470,278470,0,0,0,0,-10996
2001:Q3,443547,2740,13481,84407,345173,92714,87532,111515,25255,28156,-2253,443547,443547,0,0,0,0,33904
2001:Q4,309376,43600,214713,-1602,54636,-94400,57656,66102,40258,-14980,-1971,309376,309376,0,0,0,0,-5932
2002:Q1,-139499,-29204,17902,16476,-72757,-44528,-15893,-20657,2970,5352,-71915,-139499,-139499,0,0,0,0,-1012
2002:Q2,-56849,-7992,-10108,73375,-191670,-74027,-16041,-66784,3106,-37924,79545,-56849,-56849,0,0,0,0,6956
2002:Q3,-114252,10364,-102411,50073,-46059,-152387,-6761,38386,21675,53028,-26219,-114252,-114252,0,0,0,0,14316
2002:Q4,229660,-56,4021,43944,199387,123015,53556,-25857,37745,10928,-17635,229660,229660,0,0,0,0,-7004
2003:Q1,-209282,-38964,-82024,-47463,13328,-178856,23726,59923,64195,44340,-54158,-209282,-209282,0,0,0,0,-1224
2003:Q2,-31458,-43404,-82325,-9241,119663,-96710,21995,62020,8974,123384,-16151,-31458,-31458,0,0,0,0,-19264
2003:Q3,-249381,-23104,-23202,-88589,-102237,-143193,-44248,86043,9173,-10012,-12248,-249381,-249381,0,0,0,0,-6924
2003:Q4,-410096,-47312,-53280,34122,-353486,-136645,-46993,-181854,10279,1728,9861,-410096,-410096,0,0,0,0,-22260
2004:Q1,-92021,12684,-12964,112131,-220443,-81293,-31332,-63595,-17035,-27188,16571,-92021,-92021,0,0,0,0,-2868
2004:Q2,-98724,27084,64349,-35135,-105137,-88985,-46669,-49462,40423,39556,-49886,-98724,-98724,0,0,0,0,6604
2004:Q3,-186983,-33752,-22964,-20410,-137866,-47699,-24422,-39873,189,-26060,28009,-186983,-186983,0,0,0,0,3072
2004:Q4,-175556,-2608,37591,-131298,-126871,-49944,-16352,-99942,29663,9704,47630,-175556,-175556,0,0,0,0,-15972
2005:Q1,-25442,-18812,37910,188145,-138096,73510,15058,-212885,36799,-50580,-94588,-25442,-25442,0,0,0,0,6964
2005:Q2,52399,55076,-65922,218481,38388,130078,-7069,-140072,69871,-14420,-193624,52399,52399,0,0,0,0,-4852
2005:Q3,188182,44500,76763,-29824,9642,67774,-27165,-80080,-916,50028,87102,188182,188182,0,0,0,0,8068
2005:Q4,285345,-49632,7481,78347,93047,71266,-39324,-8724,1361,68468,156102,285345,285345,0,0,0,0,-8828
2006:Q1,159536,22084,-62796,94578,143263,-5287,38533,-8944,58777,60184,-37593,159536,159536,0,0,0,0,3044
2006:Q2,345209,-75340,97491,139466,342119,183407,24843,50642,15895,67332,-158526,345209,345209,0,0,0,0,26120
2006:Q3,387671,-33016,58712,-89818,363886,208340,-52616,-37151,59025,186288,87906,387671,387671,0,0,0,0,7260
2006:Q4,354103,45820,22213,59198,59880,72088,-34392,-118755,38879,102060,166993,354103,354103,0,0,0,0,-2452
2007:Q1,467432,-15784,-93946,81939,522813,145543,131225,10567,132417,103060,-27589,467432,467432,0,0,0,0,12500
2007:Q2,486489,-37200,43091,244632,479539,161923,27437,66132,58610,165436,-243573,486489,486489,0,0,0,0,9128
2007:Q3,1233227,111688,303564,243533,457517,15902,150964,202319,139027,-50696,116925,1233227,1233227,0,0,0,0,14756
2007:Q4,802087,81432,51234,289484,125091,-25593,79821,136674,88834,-154644,254845,802087,802087,0,0,0,0,5740
2008:Q1,1590003,41036,352578,-36407,1350012,-43622,553752,661942,90400,87540,-117216,1590003,1590003,0,0,0,0,29248
2008:Q2,-156707,504,91482,-217249,191329,65575,-7069,162800,36835,-66812,-222772,-156707,-156707,0,0,0,0,-4100
2008:Q3,124444,-41208,-70006,146924,76805,-628754,764306,426380,-96151,-388976,11929,124444,124444,0,0,0,0,23960
