1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q1,333,471,-48,-190,-1,-67,-122,100,5719,-660,5394,1250,4144,97,4047,985
2006:Q2,2587,20,-22,168,18,22,128,2421,7166,2406,2592,-1326,3918,-242,4160,2168
2006:Q3,2009,1401,-31,245,-7,11,241,394,5255,2529,1546,198,1348,1027,321,1180
2006:Q4,871,2228,107,328,1,59,268,-1792,-9782,-3325,-6303,-3476,-2827,-567,-2260,-154
2007:Q1,3949,2591,386,1433,-18,-72,1523,-461,3944,9160,-3112,914,-4026,-209,-3817,-2104
2007:Q2,-2324,-2956,-99,-770,4,12,-786,1501,4673,748,3055,-145,3200,-589,3789,870
2007:Q3,-466,-185,-144,368,-2,-63,433,-505,6929,318,4655,1460,3195,-1671,4866,1956
2007:Q4,427,-1833,139,1166,2,17,1147,955,12628,2402,6604,4295,2309,135,2174,3622
2008:Q1,2629,789,-257,732,2,198,532,1365,3169,-1021,6838,1732,5106,1228,3878,-2648
2008:Q2,660,125,171,921,5,33,883,-557,-2279,2880,-4154,-3503,-651,-43,-608,-1005
2008:Q3,2347,1137,635,522,26,-72,568,53,1752,-2144,3749,2276,1473,546,927,147
2008:Q4,-3439,10,-69,39,5,3,31,-3419,-318,-1128,2836,1985,851,593,258,-2026
2009:Q1,16739,1728,1525,3741,8,-13,3746,9745,11582,5776,5283,-634,5917,784,5133,523
2009:Q2,4808,5430,-2,-549,-1,-213,-335,-71,-8751,-1764,-1069,-6384,5315,1561,3754,-5918
2009:Q3,4428,4168,-561,550,5,2,543,271,-1443,-335,-2637,-2747,110,59,51,1529
2009:Q4,3730,-1001,412,306,5,11,290,4013,1497,1031,353,-62,415,-141,556,113
2010:Q1,-1431,-1500,-1,-225,4,-49,-180,295,-2284,838,-2897,-1392,-1505,-231,-1274,-225
2010:Q2,-1091,-738,-473,1,3,40,-42,119,-3563,56,-2804,-1835,-969,-22,-947,-815
2010:Q3,1206,-1884,187,0,2,-17,15,2903,7944,2198,4236,517,3719,597,3122,1510
2010:Q4,496,16,524,584,2,47,535,-628,-2489,-2043,527,945,-418,72,-490,-973
2011:Q1,11012,3189,-66,-240,2,-80,-162,8129,13630,7386,4893,-653,5546,-613,6159,1351
2011:Q2,766,-4669,-396,4061,11,5,4045,1770,9720,2274,5659,88,5571,139,5432,1787
2011:Q3,-1511,-509,-415,-837,31,-3,-865,250,7571,26,6327,5343,984,236,748,1218
2011:Q4,-2181,-341,225,-109,9,43,-161,-1956,6435,3534,2657,1304,1353,345,1008,244
2012:Q1,3521,2380,108,-509,-2,-45,-462,1542,7125,8770,-2410,-3573,1163,-839,2002,765
2012:Q2,289,-904,1,-144,1,41,-186,1336,4040,2339,1184,1425,-241,-515,274,517
2012:Q3,5015,1236,-51,571,6,41,524,3259,9877,5690,1475,-1141,2616,-10,2626,2712
2012:Q4,5258,1405,-442,1730,27,34,1669,2565,17439,10837,6017,4713,1304,216,1088,585
2013:Q1,-1332,-707,-945,-1786,-20,-45,-1721,2106,-793,930,42,-5110,5152,4567,585,-1765
