date,Money market funds; total financial assets,Money market funds; private foreign deposits; asset,Money market funds; total time and savings deposits; asset,Money market funds; security repurchase agreements; asset,Money market funds; debt securities; asset,Money market funds; open market paper; asset,Money market funds; Treasury securities; asset,Money market funds; agency- and GSE-backed securities; asset,Money market funds; municipal securities; asset,Money market funds; corporate and foreign bonds; asset,Money market funds; unidentified miscellaneous assets (net),Money market funds; total financial assets,Money market funds; constant NAV total financial assets,Money market funds; floating NAV total financial assets,Money market funds; total financial assets of government funds,Money market funds; total financial assets of prime funds,Money market funds; total financial assets of tax-exempt funds,Variable annuity money market funds; total financial assets
2009:Q3,-227638,16327,-9049,6307,-241750,-14239,-64990,-108154,-23538,-30829,527,-227638,-227638,0,0,0,0,-6052
2009:Q4,-109570,-6668,27816,-15856,-128376,-3707,-20902,-95731,-9707,1671,13514,-109570,-109570,0,0,0,0,-5188
2010:Q1,-332086,-4700,-62571,-41594,-208935,-65848,-35369,-78765,-35283,6330,-14286,-332086,-332086,0,0,0,0,-3789
2010:Q2,-170476,195,-76296,24763,-121789,-63524,-22618,-14756,-14050,-6841,2651,-170476,-170476,0,0,0,0,-277
2010:Q3,-16750,11779,37766,30910,-105622,-493,-42007,-36821,-17637,-8664,8417,-16750,-16750,0,0,0,0,-2408
2010:Q4,-7569,1627,-8746,-14656,33154,11185,27548,-12669,13908,-6818,-18948,-7569,-7569,0,0,0,0,-2268
2011:Q1,-64138,3595,-4876,-31472,-22894,18664,-11222,-17567,-11926,-843,-8491,-64138,-64138,0,-42767,-12252,-9118,-660
2011:Q2,-35470,4635,-3248,7711,-85535,-38071,-6149,-15246,-26017,-52,40967,-35470,-35470,0,21778,-35991,-21258,424
2011:Q3,-58399,-44648,-47165,32759,36483,-36409,39477,42975,-7113,-2447,-35828,-58399,-58399,0,68351,-86825,-39925,3016
2011:Q4,65432,-27735,-29714,-10426,100738,4061,94222,-1515,3597,373,32569,65432,65432,0,78637,-12847,-358,-2461
2012:Q1,-79735,-2877,-10684,40147,-66894,-3057,47846,-75576,-17079,-19028,-39427,-79735,-79735,0,-84999,11883,-6620,-2188
2012:Q2,-76751,-7281,-17627,16043,-68806,-19804,-55080,10847,-16075,11306,920,-76751,-76751,0,-18060,-40431,-18259,-676
2012:Q3,72811,7294,48038,-25156,43838,2891,24080,10748,-4755,10874,-1203,72811,72811,0,-11842,83128,1524,-1589
2012:Q4,138377,3127,31924,29927,51121,32464,-3465,840,9007,12275,22278,138377,138377,0,64069,55251,19059,-488
2013:Q1,-74176,5529,20306,-76014,-3448,20705,21561,-15602,-23708,-6404,-20549,-74176,-74176,0,-39608,-17049,-17520,-3821
2013:Q2,-20890,-11873,5154,-25925,1655,9549,-33077,14479,-669,11373,10099,-20890,-20890,0,13556,-23922,-10524,1642
2013:Q3,102948,-834,43735,53548,26076,37,27910,8704,-6516,-4059,-19577,102948,102948,0,50873,47914,4161,-131
2013:Q4,42808,-2643,6989,14663,7878,-19045,20667,24175,-448,-17471,15921,42808,42808,0,6785,29904,6119,-1830
2014:Q1,-51500,-14549,22586,34009,-99773,2796,-21966,-54656,-13512,-12435,6227,-51500,-51500,0,-34754,-15747,-999,-888
2014:Q2,-75111,7381,-9762,60690,-136936,-16847,-97847,3827,-12720,-13349,3516,-75111,-75111,0,-512,-58270,-16328,-953
2014:Q3,48173,-3487,11358,-20556,64777,9275,18809,29692,-5276,12277,-3919,48173,48173,0,39246,8361,565,717
2014:Q4,104126,892,-19900,72309,65082,-18486,38375,40092,-2283,7384,-14257,104126,104126,0,53233,45163,5730,-1544
2015:Q1,-70615,-4032,-8356,-17669,-33060,16582,24063,-58839,-5737,-9129,-7498,-70615,-70615,0,-41866,-25475,-3275,-1736
2015:Q2,-44821,2005,-30837,13415,-49950,5242,-64202,8430,-14567,15147,20546,-44821,-44821,0,10818,-39668,-15970,128
2015:Q3,58267,-9926,-19496,65644,22839,-1552,-8774,60282,-2838,-24279,-794,58267,58267,0,15721,40837,1709,5666
2015:Q4,62403,-1494,-75667,5753,116552,-48420,94518,66389,-4937,9002,17259,62403,62403,0,226779,-175563,11187,-2139
2016:Q1,-13738,6494,10728,-120862,105925,7498,75771,3999,-16969,35626,-16023,-13738,-13738,0,62139,-54489,-21388,344
2016:Q2,-95026,-4644,-36166,36106,-87110,-56875,-50075,90048,-15597,-54611,-3212,-95026,-95026,0,200255,-253706,-41576,-3409
2016:Q3,-25542,-8598,-220469,224091,-54995,-182465,153182,49709,-53474,-21947,34429,-25542,-25542,0,557757,-518035,-65263,259
2016:Q4,11326,-2465,-66282,-54731,147695,-11023,141807,23681,-134,-6636,-12891,11326,11326,0,204108,-191617,-1165,-345
2017:Q1,-28567,1733,52163,15075,-82642,21735,-64204,-33876,-8347,2050,-14896,-28567,-76838,48271,-78462,48979,916,-1450
2017:Q2,-34012,-329,-13181,113669,-131575,5988,-124476,-747,-14378,2038,-2596,-34012,-52465,18453,-46582,14868,-2297,-1180
2017:Q3,137271,2276,29875,2009,84793,21276,32723,32694,-6667,4767,18318,137271,98220,39051,89514,48809,-1053,-362
2017:Q4,90617,-1814,-31639,43086,88997,4649,61177,17780,7197,-1806,-8013,90617,97911,-7294,86205,2021,2391,-704
2018:Q1,-52560,-2488,-4176,-191836,162147,14680,194991,-42777,-2136,-2611,-16207,-52560,-58238,5678,-51457,-3790,2687,507
2018:Q2,24147,1648,5480,137252,-129183,10194,-163083,20973,3386,-653,8950,24147,20334,3813,9238,12930,1980,-996
2018:Q3,51348,-785,16612,11774,22831,25021,38201,-36150,-4521,280,916,51348,16180,35168,-12125,67391,-3919,450
2018:Q4,146219,-564,273,72379,142117,-11789,118758,22188,12733,227,-67986,146219,168418,-22199,113757,17926,14536,6148
2019:Q1,193289,-75,37060,-24288,165466,75324,65274,32139,-5973,-1298,15126,193289,22461,170828,-7070,205033,-4674,-3230
2019:Q2,117926,691,38265,177800,-131680,30158,-181057,17143,-746,2822,32850,117926,97070,20856,78489,43246,-3809,593
2019:Q3,233108,1784,-7534,19696,255430,2583,218723,34481,-5425,5068,-36268,233108,219661,13447,192121,43149,-2162,5
2019:Q4,168456,3446,-11936,11712,123137,-22438,74594,63848,3991,3142,42097,168456,167080,1376,134948,29780,3728,-394
2020:Q1,724713,-3629,-22086,308623,461546,-9292,235545,243961,-3865,-4803,-19741,724713,795917,-71204,841674,-106261,-10700,11297
2020:Q2,360411,-1639,-27460,-598524,1019503,-16853,1206531,-176278,8943,-2840,-31469,360411,212304,148107,182269,173625,4517,-1979
2020:Q3,-240751,-1217,-39330,97007,-266546,-56239,-71068,-127594,-14327,2682,-30665,-240751,-223402,-17349,-56505,-168778,-15469,-1069
2020:Q4,-80919,-177,-47150,18965,-125809,-9113,-27678,-80204,-4768,-4046,73252,-80919,-27860,-53059,5301,-78977,-7243,-2689
2021:Q1,214078,1443,50316,126071,80910,43637,117276,-71350,-8477,-176,-44662,214078,170632,43446,203076,16692,-5689,-1677
2021:Q2,35399,-1901,-38379,519969,-420895,-39784,-295085,-80841,-4438,-747,-23395,35399,38688,-3289,70628,-29329,-5901,-2554
2021:Q3,3828,598,2995,548771,-650789,13542,-593447,-61874,-6219,-2791,102253,3828,17653,-13825,34473,-25912,-4733,-795
2021:Q4,186230,-594,-35472,232178,34356,-23405,119999,-64190,4567,-2615,-44238,186230,231879,-45649,240979,-51380,-3368,-656
